index,img,input
14,../../Data_Processing/Scenario3/resources/masks\891.jpg,"[0.479687,0.357407,0.221875,0.140741,0.627145,0.789639]"
28,../../Data_Processing/Scenario3/resources/masks\665.jpg,"[0.935417,0.258333,0.122917,0.07963,0.768451,0.177917]"
19,../../Data_Processing/Scenario3/resources/masks\195.jpg,"[0.592187,0.311111,0.144792,0.107407,0.719433,0.625850]"
30,../../Data_Processing/Scenario3/resources/masks\137.jpg,"[0.923958,0.357407,0.152083,0.137037,0.883356,0.740973]"
24,../../Data_Processing/Scenario3/resources/masks\658.jpg,"[0.710938,0.362037,0.217708,0.142593,0.776099,0.780743]"
13,../../Data_Processing/Scenario3/resources/masks\966.jpg,"[0.447396,0.356481,0.215625,0.142593,0.658780,0.769754]"
28,../../Data_Processing/Scenario3/resources/masks\349.jpg,"[0.866667,0.258333,0.129167,0.072222,0.705875,0.206175]"
21,../../Data_Processing/Scenario3/resources/masks\816.jpg,"[0.6625,0.257407,0.122917,0.077778,0.563751,0.216641]"
9,../../Data_Processing/Scenario3/resources/masks\432.jpg,"[0.285938,0.449074,0.332292,0.194444,0.627145,0.961277]"
19,../../Data_Processing/Scenario3/resources/masks\15.jpg,"[0.574479,0.441667,0.273958,0.194444,0.708145,0.997384]"
20,../../Data_Processing/Scenario3/resources/masks\1125.jpg,"[0.634375,0.256481,0.125,0.075926,0.560275,0.194139]"
19,../../Data_Processing/Scenario3/resources/masks\861.jpg,"[0.594271,0.252778,0.121875,0.07963,0.490419,0.204082]"
25,../../Data_Processing/Scenario3/resources/masks\659.jpg,"[0.751042,0.363889,0.21875,0.138889,0.793010,0.777603]"
18,../../Data_Processing/Scenario3/resources/masks\996.jpg,"[0.572917,0.341667,0.197917,0.131481,0.758492,0.697017]"
1,../../Data_Processing/Scenario3/resources/masks\177.jpg,"[0.049479,0.240741,0.098958,0.077778,0.104190,0.276818]"
6,../../Data_Processing/Scenario3/resources/masks\780.jpg,"[0.211458,0.247222,0.133333,0.083333,0.252367,0.236525]"
24,../../Data_Processing/Scenario3/resources/masks\561.jpg,"[0.75,0.257407,0.122917,0.074074,0.653995,0.205651]"
4,../../Data_Processing/Scenario3/resources/masks\108.jpg,"[0.11875,0.243519,0.133333,0.075926,0.199996,0.254840]"
9,../../Data_Processing/Scenario3/resources/masks\948.jpg,"[0.284375,0.246296,0.13125,0.081481,0.296374,0.200942]"
25,../../Data_Processing/Scenario3/resources/masks\254.jpg,"[0.723437,0.450926,0.303125,0.194444,0.807407,0.957614]"
13,../../Data_Processing/Scenario3/resources/masks\12.jpg,"[0.436458,0.437037,0.28125,0.188889,0.661009,0.996860]"
10,../../Data_Processing/Scenario3/resources/masks\379.jpg,"[0.328125,0.378704,0.25,0.153704,0.660682,0.826269]"
22,../../Data_Processing/Scenario3/resources/masks\1206.jpg,"[0.684896,0.314815,0.178125,0.111111,0.702501,0.596546]"
10,../../Data_Processing/Scenario3/resources/masks\793.jpg,"[0.325521,0.326852,0.192708,0.124074,0.679209,0.668760]"
22,../../Data_Processing/Scenario3/resources/masks\618.jpg,"[0.710417,0.257407,0.122917,0.077778,0.591317,0.209314]"
22,../../Data_Processing/Scenario3/resources/masks\934.jpg,"[0.691667,0.258333,0.122917,0.07963,0.585346,0.202512]"
13,../../Data_Processing/Scenario3/resources/masks\412.jpg,"[0.421875,0.248148,0.122917,0.077778,0.398499,0.203558]"
9,../../Data_Processing/Scenario3/resources/masks\219.jpg,"[0.331771,0.350926,0.211458,0.135185,0.578577,0.745683]"
1,../../Data_Processing/Scenario3/resources/masks\836.jpg,"[0.043229,0.237963,0.082292,0.07963,0.064907,0.231816]"
30,../../Data_Processing/Scenario3/resources/masks\553.jpg,"[0.922917,0.37037,0.154167,0.144444,0.888223,0.774464]"
30,../../Data_Processing/Scenario3/resources/masks\241.jpg,"[0.944271,0.347222,0.111458,0.124074,0.884788,0.649398]"
10,../../Data_Processing/Scenario3/resources/masks\869.jpg,"[0.360417,0.246296,0.127083,0.077778,0.330811,0.200942]"
4,../../Data_Processing/Scenario3/resources/masks\877.jpg,"[0.132292,0.240741,0.133333,0.074074,0.159751,0.202512]"
7,../../Data_Processing/Scenario3/resources/masks\577.jpg,"[0.276042,0.246296,0.127083,0.077778,0.291241,0.214547]"
24,../../Data_Processing/Scenario3/resources/masks\401.jpg,"[0.727083,0.25463,0.120833,0.072222,0.624527,0.189953]"
11,../../Data_Processing/Scenario3/resources/masks\123.jpg,"[0.379167,0.35,0.2125,0.133333,0.623443,0.796965]"
28,../../Data_Processing/Scenario3/resources/masks\1058.jpg,"[0.864583,0.249074,0.11875,0.072222,0.715241,0.116170]"
15,../../Data_Processing/Scenario3/resources/masks\912.jpg,"[0.507292,0.333333,0.183333,0.122222,0.685283,0.664574]"
22,../../Data_Processing/Scenario3/resources/masks\504.jpg,"[0.691667,0.255556,0.122917,0.074074,0.619333,0.190999]"
7,../../Data_Processing/Scenario3/resources/masks\1030.jpg,"[0.266667,0.244444,0.125,0.077778,0.266232,0.195186]"
2,../../Data_Processing/Scenario3/resources/masks\585.jpg,"[0.049479,0.240741,0.094792,0.077778,0.110570,0.215071]"
26,../../Data_Processing/Scenario3/resources/masks\28.jpg,"[0.816667,0.261111,0.11875,0.077778,0.612953,0.243328]"
17,../../Data_Processing/Scenario3/resources/masks\309.jpg,"[0.552083,0.255556,0.125,0.077778,0.506452,0.241235]"
2,../../Data_Processing/Scenario3/resources/masks\50.jpg,"[0.071354,0.349074,0.142708,0.135185,0.518067,0.811094]"
21,../../Data_Processing/Scenario3/resources/masks\1102.jpg,"[0.680208,0.367593,0.216667,0.146296,0.752909,0.783359]"
3,../../Data_Processing/Scenario3/resources/masks\282.jpg,"[0.132812,0.387037,0.248958,0.162963,0.594794,0.850863]"
8,../../Data_Processing/Scenario3/resources/masks\633.jpg,"[0.270313,0.24537,0.130208,0.07963,0.298542,0.212454]"
26,../../Data_Processing/Scenario3/resources/masks\397.jpg,"[0.811458,0.256481,0.125,0.072222,0.691029,0.183673]"
23,../../Data_Processing/Scenario3/resources/masks\402.jpg,"[0.703646,0.25463,0.115625,0.075926,0.607554,0.191523]"
28,../../Data_Processing/Scenario3/resources/masks\808.jpg,"[0.878125,0.262037,0.129167,0.075926,0.719474,0.214024]"
15,../../Data_Processing/Scenario3/resources/masks\864.jpg,"[0.508333,0.249074,0.120833,0.07963,0.431464,0.202512]"
2,../../Data_Processing/Scenario3/resources/masks\1248.jpg,"[0.10625,0.356481,0.197917,0.135185,0.537924,0.758242]"
10,../../Data_Processing/Scenario3/resources/masks\56.jpg,"[0.342708,0.35463,0.220833,0.138889,0.637288,0.811094]"
24,../../Data_Processing/Scenario3/resources/masks\671.jpg,"[0.765104,0.25463,0.121875,0.075926,0.633198,0.187336]"
3,../../Data_Processing/Scenario3/resources/masks\182.jpg,"[0.10625,0.29537,0.189583,0.109259,0.490910,0.623757]"
17,../../Data_Processing/Scenario3/resources/masks\1227.jpg,"[0.545312,0.251852,0.119792,0.077778,0.484387,0.200419]"
19,../../Data_Processing/Scenario3/resources/masks\228.jpg,"[0.614062,0.350926,0.194792,0.127778,0.695262,0.716902]"
16,../../Data_Processing/Scenario3/resources/masks\995.jpg,"[0.534896,0.343519,0.207292,0.127778,0.734320,0.702250]"
5,../../Data_Processing/Scenario3/resources/masks\1296.jpg,"[0.165625,0.24537,0.1375,0.07963,0.189035,0.227106]"
3,../../Data_Processing/Scenario3/resources/masks\117.jpg,"[0.132812,0.34537,0.236458,0.135185,0.522198,0.799058]"
14,../../Data_Processing/Scenario3/resources/masks\514.jpg,"[0.441146,0.249074,0.101042,0.07963,0.442261,0.186813]"
22,../../Data_Processing/Scenario3/resources/masks\657.jpg,"[0.702604,0.363889,0.215625,0.142593,0.759187,0.782836]"
10,../../Data_Processing/Scenario3/resources/masks\1198.jpg,"[0.359375,0.311111,0.18125,0.114815,0.538230,0.600733]"
17,../../Data_Processing/Scenario3/resources/masks\1257.jpg,"[0.559375,0.349074,0.2,0.127778,0.712930,0.701204]"
25,../../Data_Processing/Scenario3/resources/masks\146.jpg,"[0.786458,0.261111,0.127083,0.077778,0.665753,0.246991]"
4,../../Data_Processing/Scenario3/resources/masks\528.jpg,"[0.109896,0.241667,0.130208,0.075926,0.199014,0.189953]"
10,../../Data_Processing/Scenario3/resources/masks\827.jpg,"[0.342187,0.246296,0.132292,0.077778,0.307335,0.223967]"
23,../../Data_Processing/Scenario3/resources/masks\1207.jpg,"[0.73125,0.314815,0.185417,0.114815,0.727879,0.596023]"
20,../../Data_Processing/Scenario3/resources/masks\197.jpg,"[0.652604,0.322222,0.184375,0.12963,0.755833,0.625327]"
13,../../Data_Processing/Scenario3/resources/masks\1200.jpg,"[0.439583,0.312037,0.177083,0.116667,0.576348,0.598639]"
25,../../Data_Processing/Scenario3/resources/masks\854.jpg,"[0.786458,0.259259,0.120833,0.074074,0.628617,0.204082]"
1,../../Data_Processing/Scenario3/resources/masks\326.jpg,"[0.051562,0.242593,0.103125,0.085185,0.120018,0.249608]"
19,../../Data_Processing/Scenario3/resources/masks\251.jpg,"[0.545833,0.446296,0.291667,0.196296,0.741887,0.958660]"
1,../../Data_Processing/Scenario3/resources/masks\209.jpg,"[0.052604,0.343519,0.105208,0.138889,0.439684,0.758765]"
15,../../Data_Processing/Scenario3/resources/masks\225.jpg,"[0.522917,0.35,0.2125,0.12963,0.657553,0.728414]"
28,../../Data_Processing/Scenario3/resources/masks\71.jpg,"[0.922917,0.262037,0.122917,0.075926,0.769166,0.221873]"
26,../../Data_Processing/Scenario3/resources/masks\810.jpg,"[0.820312,0.259259,0.130208,0.077778,0.680559,0.214024]"
16,../../Data_Processing/Scenario3/resources/masks\768.jpg,"[0.515104,0.252778,0.123958,0.083333,0.480522,0.240712]"
8,../../Data_Processing/Scenario3/resources/masks\178.jpg,"[0.035937,0.238889,0.067708,0.081481,0.082555,0.281528]"
20,../../Data_Processing/Scenario3/resources/masks\656.jpg,"[0.613021,0.360185,0.213542,0.138889,0.742296,0.784929]"
22,../../Data_Processing/Scenario3/resources/masks\131.jpg,"[0.708854,0.358333,0.205208,0.135185,0.764422,0.778650]"
2,../../Data_Processing/Scenario3/resources/masks\879.jpg,"[0.077604,0.239815,0.130208,0.075926,0.115131,0.204605]"
21,../../Data_Processing/Scenario3/resources/masks\1222.jpg,"[0.674479,0.255556,0.117708,0.077778,0.571890,0.195709]"
12,../../Data_Processing/Scenario3/resources/masks\1232.jpg,"[0.39375,0.248148,0.116667,0.077778,0.395227,0.203558]"
7,../../Data_Processing/Scenario3/resources/masks\1041.jpg,"[0.264583,0.358333,0.21875,0.142593,0.626879,0.789639]"
1,../../Data_Processing/Scenario3/resources/masks\49.jpg,"[0.035417,0.239815,0.066667,0.07963,0.035234,0.259550]"
2,../../Data_Processing/Scenario3/resources/masks\643.jpg,"[0.071875,0.342593,0.141667,0.137037,0.506350,0.782313]"
20,../../Data_Processing/Scenario3/resources/masks\724.jpg,"[0.636458,0.239815,0.102083,0.064815,0.471095,0.013605]"
1,../../Data_Processing/Scenario3/resources/masks\428.jpg,"[0.082292,0.444444,0.160417,0.2,0.556164,0.981685]"
27,../../Data_Processing/Scenario3/resources/masks\852.jpg,"[0.852604,0.260185,0.132292,0.072222,0.668964,0.204082]"
1,../../Data_Processing/Scenario3/resources/masks\881.jpg,"[0.038542,0.237963,0.06875,0.083333,0.069753,0.208268]"
25,../../Data_Processing/Scenario3/resources/masks\260.jpg,"[0.807292,0.261111,0.129167,0.074074,0.627983,0.231293]"
13,../../Data_Processing/Scenario3/resources/masks\484.jpg,"[0.432292,0.35463,0.225,0.138889,0.716836,0.754055]"
29,../../Data_Processing/Scenario3/resources/masks\804.jpg,"[0.932292,0.324074,0.135417,0.111111,0.967506,0.614338]"
13,../../Data_Processing/Scenario3/resources/masks\771.jpg,"[0.442708,0.25,0.127083,0.081481,0.429030,0.240188]"
2,../../Data_Processing/Scenario3/resources/masks\694.jpg,"[0.071354,0.348148,0.142708,0.12963,0.522075,0.788069]"
17,../../Data_Processing/Scenario3/resources/masks\1019.jpg,"[0.540625,0.251852,0.116667,0.077778,0.509785,0.188383]"
24,../../Data_Processing/Scenario3/resources/masks\1010.jpg,"[0.757812,0.260185,0.113542,0.07963,0.676878,0.181057]"
21,../../Data_Processing/Scenario3/resources/masks\916.jpg,"[0.667708,0.328704,0.177083,0.116667,0.768962,0.639979]"
17,../../Data_Processing/Scenario3/resources/masks\1128.jpg,"[0.564063,0.25,0.121875,0.077778,0.501769,0.196756]"
6,../../Data_Processing/Scenario3/resources/masks\1151.jpg,"[0.182292,0.308333,0.195833,0.116667,0.522689,0.611198]"
7,../../Data_Processing/Scenario3/resources/masks\169.jpg,"[0.242188,0.24537,0.130208,0.075926,0.265373,0.249084]"
11,../../Data_Processing/Scenario3/resources/masks\463.jpg,"[0.413542,0.251852,0.13125,0.081481,0.387804,0.240712]"
12,../../Data_Processing/Scenario3/resources/masks\334.jpg,"[0.402604,0.355556,0.223958,0.140741,0.681908,0.792779]"
2,../../Data_Processing/Scenario3/resources/masks\1146.jpg,"[0.058333,0.241667,0.110417,0.07963,0.128136,0.207221]"
6,../../Data_Processing/Scenario3/resources/masks\1080.jpg,"[0.186458,0.246296,0.133333,0.077778,0.216376,0.284668]"
17,../../Data_Processing/Scenario3/resources/masks\623.jpg,"[0.547396,0.25,0.126042,0.081481,0.488702,0.209314]"
19,../../Data_Processing/Scenario3/resources/masks\914.jpg,"[0.588542,0.332407,0.185417,0.12037,0.726734,0.652015]"
10,../../Data_Processing/Scenario3/resources/masks\165.jpg,"[0.340625,0.247222,0.129167,0.07963,0.337764,0.244898]"
20,../../Data_Processing/Scenario3/resources/masks\456.jpg,"[0.631771,0.256481,0.123958,0.07963,0.537985,0.233909]"
17,../../Data_Processing/Scenario3/resources/masks\35.jpg,"[0.549479,0.253704,0.121875,0.077778,0.421546,0.250131]"
24,../../Data_Processing/Scenario3/resources/masks\451.jpg,"[0.783333,0.259259,0.127083,0.077778,0.637574,0.227106]"
6,../../Data_Processing/Scenario3/resources/masks\698.jpg,"[0.211458,0.349074,0.235417,0.142593,0.595141,0.791209]"
15,../../Data_Processing/Scenario3/resources/masks\769.jpg,"[0.494271,0.252778,0.123958,0.07963,0.463385,0.240712]"
