index,img,input
24,../../Data_Processing/Scenario3/resources/masks\18.jpg,"[0.697396,0.45,0.301042,0.188889,0.756835,0.998430]"
25,../../Data_Processing/Scenario3/resources/masks\19.jpg,"[0.774479,0.448148,0.294792,0.192593,0.773318,0.998953]"
27,../../Data_Processing/Scenario3/resources/masks\20.jpg,"[0.815104,0.448148,0.294792,0.188889,0.789943,0.999477]"
28,../../Data_Processing/Scenario3/resources/masks\21.jpg,"[0.842187,0.449074,0.257292,0.190741,0.806732,0.999477]"
30,../../Data_Processing/Scenario3/resources/masks\22.jpg,"[0.908854,0.449074,0.182292,0.187037,0.823664,1.000000]"
30,../../Data_Processing/Scenario3/resources/masks\23.jpg,"[0.929167,0.45,0.141667,0.185185,0.840739,1.000000]"
30,../../Data_Processing/Scenario3/resources/masks\24.jpg,"[0.949479,0.262963,0.101042,0.077778,0.720742,0.239142]"
28,../../Data_Processing/Scenario3/resources/masks\25.jpg,"[0.936458,0.262963,0.122917,0.081481,0.693933,0.240188]"
28,../../Data_Processing/Scenario3/resources/masks\26.jpg,"[0.896354,0.262037,0.123958,0.075926,0.667021,0.241235]"
26,../../Data_Processing/Scenario3/resources/masks\27.jpg,"[0.855208,0.261111,0.127083,0.081481,0.640028,0.242282]"
26,../../Data_Processing/Scenario3/resources/masks\28.jpg,"[0.816667,0.261111,0.11875,0.077778,0.612953,0.243328]"
25,../../Data_Processing/Scenario3/resources/masks\29.jpg,"[0.784896,0.260185,0.121875,0.075926,0.585796,0.244375]"
24,../../Data_Processing/Scenario3/resources/masks\30.jpg,"[0.747396,0.261111,0.121875,0.077778,0.558557,0.245421]"
22,../../Data_Processing/Scenario3/resources/masks\31.jpg,"[0.705208,0.257407,0.120833,0.077778,0.531237,0.246991]"
21,../../Data_Processing/Scenario3/resources/masks\32.jpg,"[0.675521,0.256481,0.121875,0.075926,0.503916,0.248038]"
20,../../Data_Processing/Scenario3/resources/masks\33.jpg,"[0.634896,0.256481,0.123958,0.075926,0.476412,0.248561]"
19,../../Data_Processing/Scenario3/resources/masks\34.jpg,"[0.591146,0.25463,0.121875,0.07963,0.448948,0.249084]"
17,../../Data_Processing/Scenario3/resources/masks\35.jpg,"[0.549479,0.253704,0.121875,0.077778,0.421546,0.250131]"
15,../../Data_Processing/Scenario3/resources/masks\36.jpg,"[0.517708,0.252778,0.125,0.075926,0.394205,0.250654]"
14,../../Data_Processing/Scenario3/resources/masks\37.jpg,"[0.478646,0.250926,0.121875,0.075926,0.366905,0.251177]"
13,../../Data_Processing/Scenario3/resources/masks\38.jpg,"[0.43125,0.25,0.127083,0.077778,0.339666,0.252224]"
11,../../Data_Processing/Scenario3/resources/masks\39.jpg,"[0.400521,0.25,0.128125,0.077778,0.312468,0.253271]"
10,../../Data_Processing/Scenario3/resources/masks\40.jpg,"[0.360938,0.249074,0.126042,0.07963,0.285168,0.254317]"
9,../../Data_Processing/Scenario3/resources/masks\41.jpg,"[0.317188,0.248148,0.130208,0.077778,0.257909,0.254840]"
9,../../Data_Processing/Scenario3/resources/masks\42.jpg,"[0.286979,0.246296,0.132292,0.077778,0.230527,0.255364]"
6,../../Data_Processing/Scenario3/resources/masks\43.jpg,"[0.246875,0.246296,0.125,0.077778,0.203022,0.256410]"
6,../../Data_Processing/Scenario3/resources/masks\44.jpg,"[0.204167,0.246296,0.14375,0.077778,0.175395,0.256934]"
4,../../Data_Processing/Scenario3/resources/masks\45.jpg,"[0.160417,0.24537,0.13125,0.07963,0.147625,0.257457]"
3,../../Data_Processing/Scenario3/resources/masks\46.jpg,"[0.127604,0.24537,0.138542,0.07963,0.119752,0.257980]"
2,../../Data_Processing/Scenario3/resources/masks\47.jpg,"[0.089063,0.243519,0.136458,0.075926,0.091757,0.258503]"
1,../../Data_Processing/Scenario3/resources/masks\48.jpg,"[0.058854,0.242593,0.109375,0.077778,0.063618,0.259027]"
1,../../Data_Processing/Scenario3/resources/masks\49.jpg,"[0.035417,0.239815,0.066667,0.07963,0.035234,0.259550]"
2,../../Data_Processing/Scenario3/resources/masks\50.jpg,"[0.071354,0.349074,0.142708,0.135185,0.518067,0.811094]"
2,../../Data_Processing/Scenario3/resources/masks\51.jpg,"[0.102083,0.347222,0.1875,0.135185,0.538210,0.811094]"
3,../../Data_Processing/Scenario3/resources/masks\52.jpg,"[0.131771,0.349074,0.244792,0.138889,0.558230,0.811094]"
6,../../Data_Processing/Scenario3/resources/masks\53.jpg,"[0.171875,0.352778,0.239583,0.138889,0.578127,0.811094]"
7,../../Data_Processing/Scenario3/resources/masks\54.jpg,"[0.228125,0.353704,0.23125,0.137037,0.597902,0.811094]"
8,../../Data_Processing/Scenario3/resources/masks\55.jpg,"[0.283333,0.352778,0.222917,0.138889,0.617840,0.811094]"
10,../../Data_Processing/Scenario3/resources/masks\56.jpg,"[0.342708,0.35463,0.220833,0.138889,0.637288,0.811094]"
11,../../Data_Processing/Scenario3/resources/masks\57.jpg,"[0.392708,0.355556,0.214583,0.137037,0.656674,0.811094]"
13,../../Data_Processing/Scenario3/resources/masks\58.jpg,"[0.448437,0.357407,0.203125,0.133333,0.675998,0.811094]"
17,../../Data_Processing/Scenario3/resources/masks\59.jpg,"[0.511458,0.359259,0.214583,0.137037,0.714382,0.811094]"
19,../../Data_Processing/Scenario3/resources/masks\60.jpg,"[0.590625,0.360185,0.2125,0.142593,0.733461,0.811094]"
20,../../Data_Processing/Scenario3/resources/masks\61.jpg,"[0.609375,0.361111,0.208333,0.140741,0.752459,0.811094]"
22,../../Data_Processing/Scenario3/resources/masks\62.jpg,"[0.696354,0.362037,0.215625,0.142593,0.771784,0.811094]"
23,../../Data_Processing/Scenario3/resources/masks\63.jpg,"[0.692187,0.362963,0.211458,0.137037,0.790740,0.810570]"
24,../../Data_Processing/Scenario3/resources/masks\64.jpg,"[0.742708,0.364815,0.214583,0.137037,0.809840,0.809524]"
26,../../Data_Processing/Scenario3/resources/masks\65.jpg,"[0.790104,0.365741,0.223958,0.138889,0.829104,0.807954]"
28,../../Data_Processing/Scenario3/resources/masks\66.jpg,"[0.839063,0.365741,0.228125,0.138889,0.848531,0.806384]"
28,../../Data_Processing/Scenario3/resources/masks\67.jpg,"[0.909375,0.366667,0.18125,0.137037,0.868101,0.804291]"
30,../../Data_Processing/Scenario3/resources/masks\68.jpg,"[0.933854,0.368519,0.132292,0.144444,0.887835,0.801151]"
30,../../Data_Processing/Scenario3/resources/masks\69.jpg,"[0.949479,0.262037,0.096875,0.07963,0.799759,0.220827]"
29,../../Data_Processing/Scenario3/resources/masks\70.jpg,"[0.938021,0.261111,0.117708,0.077778,0.784462,0.221873]"
28,../../Data_Processing/Scenario3/resources/masks\71.jpg,"[0.922917,0.262037,0.122917,0.075926,0.769166,0.221873]"
28,../../Data_Processing/Scenario3/resources/masks\72.jpg,"[0.898438,0.260185,0.128125,0.075926,0.754013,0.222397]"
28,../../Data_Processing/Scenario3/resources/masks\73.jpg,"[0.873958,0.260185,0.13125,0.075926,0.738983,0.222920]"
28,../../Data_Processing/Scenario3/resources/masks\74.jpg,"[0.85625,0.261111,0.129167,0.077778,0.724096,0.223443]"
26,../../Data_Processing/Scenario3/resources/masks\75.jpg,"[0.833333,0.260185,0.13125,0.075926,0.709331,0.223967]"
26,../../Data_Processing/Scenario3/resources/masks\76.jpg,"[0.807813,0.260185,0.117708,0.075926,0.694710,0.224490]"
25,../../Data_Processing/Scenario3/resources/masks\77.jpg,"[0.785417,0.260185,0.125,0.075926,0.680231,0.225013]"
24,../../Data_Processing/Scenario3/resources/masks\78.jpg,"[0.766667,0.258333,0.122917,0.07963,0.665917,0.226060]"
24,../../Data_Processing/Scenario3/resources/masks\79.jpg,"[0.74375,0.258333,0.122917,0.07963,0.649782,0.227106]"
23,../../Data_Processing/Scenario3/resources/masks\80.jpg,"[0.725521,0.258333,0.123958,0.075926,0.633709,0.227630]"
22,../../Data_Processing/Scenario3/resources/masks\81.jpg,"[0.704167,0.256481,0.120833,0.075926,0.617656,0.228676]"
22,../../Data_Processing/Scenario3/resources/masks\82.jpg,"[0.683854,0.256481,0.117708,0.075926,0.601644,0.229199]"
21,../../Data_Processing/Scenario3/resources/masks\83.jpg,"[0.660937,0.255556,0.119792,0.077778,0.585673,0.229723]"
20,../../Data_Processing/Scenario3/resources/masks\84.jpg,"[0.644792,0.25463,0.11875,0.072222,0.569743,0.230246]"
20,../../Data_Processing/Scenario3/resources/masks\85.jpg,"[0.625,0.25463,0.120833,0.075926,0.554017,0.230246]"
19,../../Data_Processing/Scenario3/resources/masks\86.jpg,"[0.602083,0.253704,0.120833,0.077778,0.540071,0.230769]"
19,../../Data_Processing/Scenario3/resources/masks\87.jpg,"[0.578125,0.251852,0.125,0.077778,0.526145,0.231293]"
17,../../Data_Processing/Scenario3/resources/masks\88.jpg,"[0.558854,0.251852,0.119792,0.07037,0.512280,0.231816]"
17,../../Data_Processing/Scenario3/resources/masks\89.jpg,"[0.54375,0.251852,0.11875,0.077778,0.498415,0.232339]"
16,../../Data_Processing/Scenario3/resources/masks\90.jpg,"[0.51875,0.250926,0.122917,0.075926,0.484612,0.233386]"
16,../../Data_Processing/Scenario3/resources/masks\91.jpg,"[0.500521,0.250926,0.117708,0.072222,0.470829,0.234432]"
15,../../Data_Processing/Scenario3/resources/masks\92.jpg,"[0.480729,0.249074,0.117708,0.075926,0.457087,0.235479]"
14,../../Data_Processing/Scenario3/resources/masks\93.jpg,"[0.45625,0.249074,0.120833,0.075926,0.442977,0.236525]"
13,../../Data_Processing/Scenario3/resources/masks\94.jpg,"[0.434896,0.249074,0.119792,0.075926,0.428907,0.237049]"
12,../../Data_Processing/Scenario3/resources/masks\95.jpg,"[0.423438,0.248148,0.121875,0.077778,0.414736,0.237572]"
12,../../Data_Processing/Scenario3/resources/masks\96.jpg,"[0.4,0.247222,0.122917,0.075926,0.400442,0.238619]"
11,../../Data_Processing/Scenario3/resources/masks\97.jpg,"[0.375521,0.247222,0.126042,0.075926,0.386025,0.239665]"
10,../../Data_Processing/Scenario3/resources/masks\98.jpg,"[0.357292,0.248148,0.13125,0.077778,0.371465,0.241235]"
10,../../Data_Processing/Scenario3/resources/masks\99.jpg,"[0.341146,0.246296,0.132292,0.077778,0.356803,0.242805]"
9,../../Data_Processing/Scenario3/resources/masks\100.jpg,"[0.319792,0.247222,0.122917,0.075926,0.341997,0.243851]"
9,../../Data_Processing/Scenario3/resources/masks\101.jpg,"[0.3,0.246296,0.129167,0.077778,0.326701,0.245421]"
9,../../Data_Processing/Scenario3/resources/masks\102.jpg,"[0.279167,0.24537,0.125,0.075926,0.311466,0.246468]"
7,../../Data_Processing/Scenario3/resources/masks\103.jpg,"[0.256771,0.24537,0.134375,0.075926,0.296068,0.247514]"
7,../../Data_Processing/Scenario3/resources/masks\104.jpg,"[0.240104,0.24537,0.132292,0.075926,0.280485,0.248561]"
6,../../Data_Processing/Scenario3/resources/masks\105.jpg,"[0.185938,0.246296,0.132292,0.077778,0.248829,0.251177]"
4,../../Data_Processing/Scenario3/resources/masks\106.jpg,"[0.165104,0.243519,0.134375,0.075926,0.232736,0.252224]"
4,../../Data_Processing/Scenario3/resources/masks\107.jpg,"[0.138542,0.243519,0.139583,0.075926,0.216478,0.253794]"
4,../../Data_Processing/Scenario3/resources/masks\108.jpg,"[0.11875,0.243519,0.133333,0.075926,0.199996,0.254840]"
3,../../Data_Processing/Scenario3/resources/masks\109.jpg,"[0.098958,0.244444,0.1375,0.077778,0.183227,0.256410]"
2,../../Data_Processing/Scenario3/resources/masks\110.jpg,"[0.075,0.244444,0.129167,0.081481,0.166357,0.257980]"
2,../../Data_Processing/Scenario3/resources/masks\111.jpg,"[0.069271,0.241667,0.115625,0.075926,0.149343,0.260073]"
2,../../Data_Processing/Scenario3/resources/masks\112.jpg,"[0.048438,0.241667,0.096875,0.07963,0.132206,0.262690]"
1,../../Data_Processing/Scenario3/resources/masks\113.jpg,"[0.039062,0.239815,0.073958,0.07963,0.114947,0.265306]"
1,../../Data_Processing/Scenario3/resources/masks\114.jpg,"[0.051042,0.347222,0.1,0.127778,0.471361,0.799058]"
2,../../Data_Processing/Scenario3/resources/masks\115.jpg,"[0.082812,0.341667,0.157292,0.135185,0.488334,0.799058]"
3,../../Data_Processing/Scenario3/resources/masks\116.jpg,"[0.104167,0.344444,0.202083,0.133333,0.505266,0.799058]"
3,../../Data_Processing/Scenario3/resources/masks\117.jpg,"[0.132812,0.34537,0.236458,0.135185,0.522198,0.799058]"
4,../../Data_Processing/Scenario3/resources/masks\118.jpg,"[0.165625,0.344444,0.235417,0.140741,0.539089,0.799058]"
6,../../Data_Processing/Scenario3/resources/masks\119.jpg,"[0.211979,0.347222,0.230208,0.131481,0.555960,0.799058]"
7,../../Data_Processing/Scenario3/resources/masks\120.jpg,"[0.259896,0.35,0.217708,0.133333,0.572810,0.799058]"
9,../../Data_Processing/Scenario3/resources/masks\121.jpg,"[0.306771,0.350926,0.215625,0.127778,0.589824,0.799058]"
10,../../Data_Processing/Scenario3/resources/masks\122.jpg,"[0.338542,0.350926,0.21875,0.131481,0.606613,0.798012]"
11,../../Data_Processing/Scenario3/resources/masks\123.jpg,"[0.379167,0.35,0.2125,0.133333,0.623443,0.796965]"
12,../../Data_Processing/Scenario3/resources/masks\124.jpg,"[0.430208,0.350926,0.216667,0.135185,0.640294,0.795918]"
14,../../Data_Processing/Scenario3/resources/masks\125.jpg,"[0.470833,0.352778,0.2125,0.138889,0.657205,0.794349]"
15,../../Data_Processing/Scenario3/resources/masks\126.jpg,"[0.502604,0.353704,0.201042,0.133333,0.674138,0.792779]"
17,../../Data_Processing/Scenario3/resources/masks\127.jpg,"[0.546354,0.355556,0.205208,0.137037,0.691111,0.790686]"
19,../../Data_Processing/Scenario3/resources/masks\128.jpg,"[0.592708,0.355556,0.208333,0.133333,0.708104,0.788069]"
20,../../Data_Processing/Scenario3/resources/masks\129.jpg,"[0.632812,0.356481,0.203125,0.135185,0.725220,0.785453]"
20,../../Data_Processing/Scenario3/resources/masks\130.jpg,"[0.665625,0.357407,0.20625,0.137037,0.744750,0.782313]"
22,../../Data_Processing/Scenario3/resources/masks\131.jpg,"[0.708854,0.358333,0.205208,0.135185,0.764422,0.778650]"
22,../../Data_Processing/Scenario3/resources/masks\132.jpg,"[0.752083,0.357407,0.208333,0.133333,0.784217,0.774464]"
24,../../Data_Processing/Scenario3/resources/masks\133.jpg,"[0.796875,0.357407,0.208333,0.133333,0.804155,0.769231]"
25,../../Data_Processing/Scenario3/resources/masks\134.jpg,"[0.828646,0.359259,0.215625,0.133333,0.824237,0.762951]"
26,../../Data_Processing/Scenario3/resources/masks\135.jpg,"[0.876563,0.361111,0.205208,0.12963,0.844441,0.756149]"
28,../../Data_Processing/Scenario3/resources/masks\136.jpg,"[0.905208,0.357407,0.189583,0.133333,0.865361,0.748299]"
30,../../Data_Processing/Scenario3/resources/masks\137.jpg,"[0.923958,0.357407,0.152083,0.137037,0.883356,0.740973]"
30,../../Data_Processing/Scenario3/resources/masks\138.jpg,"[0.938021,0.360185,0.094792,0.127778,0.901577,0.733124]"
29,../../Data_Processing/Scenario3/resources/masks\139.jpg,"[0.954688,0.261111,0.088542,0.077778,0.796425,0.240712]"
28,../../Data_Processing/Scenario3/resources/masks\140.jpg,"[0.929688,0.262963,0.121875,0.077778,0.763686,0.243328]"
28,../../Data_Processing/Scenario3/resources/masks\141.jpg,"[0.901042,0.262037,0.129167,0.07963,0.747306,0.243851]"
28,../../Data_Processing/Scenario3/resources/masks\142.jpg,"[0.879167,0.261111,0.129167,0.077778,0.730905,0.244898]"
27,../../Data_Processing/Scenario3/resources/masks\143.jpg,"[0.8625,0.262963,0.129167,0.077778,0.714668,0.245421]"
27,../../Data_Processing/Scenario3/resources/masks\144.jpg,"[0.835938,0.262037,0.128125,0.075926,0.698350,0.246468]"
26,../../Data_Processing/Scenario3/resources/masks\145.jpg,"[0.8125,0.262037,0.127083,0.075926,0.682051,0.246991]"
25,../../Data_Processing/Scenario3/resources/masks\146.jpg,"[0.786458,0.261111,0.127083,0.077778,0.665753,0.246991]"
25,../../Data_Processing/Scenario3/resources/masks\147.jpg,"[0.771354,0.260185,0.126042,0.075926,0.649455,0.247514]"
24,../../Data_Processing/Scenario3/resources/masks\148.jpg,"[0.746875,0.261111,0.125,0.077778,0.633157,0.247514]"
23,../../Data_Processing/Scenario3/resources/masks\149.jpg,"[0.719792,0.259259,0.122917,0.077778,0.616879,0.246991]"
22,../../Data_Processing/Scenario3/resources/masks\150.jpg,"[0.694271,0.258333,0.123958,0.075926,0.600581,0.246991]"
21,../../Data_Processing/Scenario3/resources/masks\151.jpg,"[0.670312,0.258333,0.123958,0.075926,0.584405,0.245945]"
20,../../Data_Processing/Scenario3/resources/masks\152.jpg,"[0.645833,0.256481,0.120833,0.075926,0.565919,0.245421]"
20,../../Data_Processing/Scenario3/resources/masks\153.jpg,"[0.620833,0.256481,0.120833,0.075926,0.547412,0.245421]"
19,../../Data_Processing/Scenario3/resources/masks\154.jpg,"[0.598958,0.255556,0.120833,0.077778,0.528905,0.244898]"
19,../../Data_Processing/Scenario3/resources/masks\155.jpg,"[0.572396,0.253704,0.117708,0.077778,0.510399,0.244898]"
17,../../Data_Processing/Scenario3/resources/masks\156.jpg,"[0.552083,0.252778,0.120833,0.075926,0.491912,0.244375]"
16,../../Data_Processing/Scenario3/resources/masks\157.jpg,"[0.524479,0.251852,0.121875,0.074074,0.473405,0.244375]"
15,../../Data_Processing/Scenario3/resources/masks\158.jpg,"[0.503125,0.251852,0.122917,0.074074,0.454837,0.244375]"
15,../../Data_Processing/Scenario3/resources/masks\159.jpg,"[0.48125,0.250926,0.11875,0.075926,0.438662,0.244375]"
14,../../Data_Processing/Scenario3/resources/masks\160.jpg,"[0.457813,0.250926,0.126042,0.075926,0.422282,0.243851]"
13,../../Data_Processing/Scenario3/resources/masks\161.jpg,"[0.430208,0.249074,0.125,0.075926,0.405738,0.243851]"
12,../../Data_Processing/Scenario3/resources/masks\162.jpg,"[0.408333,0.249074,0.122917,0.075926,0.389010,0.244375]"
11,../../Data_Processing/Scenario3/resources/masks\163.jpg,"[0.384896,0.248148,0.126042,0.077778,0.372099,0.244375]"
11,../../Data_Processing/Scenario3/resources/masks\164.jpg,"[0.366667,0.247222,0.120833,0.075926,0.355023,0.244898]"
10,../../Data_Processing/Scenario3/resources/masks\165.jpg,"[0.340625,0.247222,0.129167,0.07963,0.337764,0.244898]"
9,../../Data_Processing/Scenario3/resources/masks\166.jpg,"[0.315625,0.246296,0.129167,0.077778,0.320280,0.245421]"
9,../../Data_Processing/Scenario3/resources/masks\167.jpg,"[0.286458,0.246296,0.133333,0.077778,0.302325,0.246468]"
7,../../Data_Processing/Scenario3/resources/masks\168.jpg,"[0.267708,0.246296,0.127083,0.074074,0.284023,0.247514]"
7,../../Data_Processing/Scenario3/resources/masks\169.jpg,"[0.242188,0.24537,0.130208,0.075926,0.265373,0.249084]"
6,../../Data_Processing/Scenario3/resources/masks\170.jpg,"[0.214583,0.246296,0.13125,0.077778,0.246396,0.251177]"
6,../../Data_Processing/Scenario3/resources/masks\171.jpg,"[0.186979,0.24537,0.132292,0.075926,0.227071,0.253794]"
5,../../Data_Processing/Scenario3/resources/masks\172.jpg,"[0.16875,0.244444,0.139583,0.077778,0.207419,0.256934]"
4,../../Data_Processing/Scenario3/resources/masks\173.jpg,"[0.140104,0.243519,0.142708,0.075926,0.187419,0.260597]"
4,../../Data_Processing/Scenario3/resources/masks\174.jpg,"[0.108854,0.243519,0.136458,0.075926,0.167154,0.263736]"
3,../../Data_Processing/Scenario3/resources/masks\175.jpg,"[0.084896,0.242593,0.138542,0.077778,0.146480,0.267923]"
2,../../Data_Processing/Scenario3/resources/masks\176.jpg,"[0.069271,0.242593,0.123958,0.077778,0.125498,0.272109]"
1,../../Data_Processing/Scenario3/resources/masks\177.jpg,"[0.049479,0.240741,0.098958,0.077778,0.104190,0.276818]"
8,../../Data_Processing/Scenario3/resources/masks\178.jpg,"[0.035937,0.238889,0.067708,0.081481,0.082555,0.281528]"
1,../../Data_Processing/Scenario3/resources/masks\179.jpg,"[0.041146,0.285185,0.082292,0.107407,0.437373,0.622187]"
1,../../Data_Processing/Scenario3/resources/masks\180.jpg,"[0.059896,0.284259,0.117708,0.109259,0.455389,0.622711]"
2,../../Data_Processing/Scenario3/resources/masks\181.jpg,"[0.085417,0.294444,0.158333,0.107407,0.473303,0.623757]"
3,../../Data_Processing/Scenario3/resources/masks\182.jpg,"[0.10625,0.29537,0.189583,0.109259,0.490910,0.623757]"
4,../../Data_Processing/Scenario3/resources/masks\183.jpg,"[0.144792,0.298148,0.183333,0.103704,0.508476,0.624280]"
5,../../Data_Processing/Scenario3/resources/masks\184.jpg,"[0.184896,0.299074,0.178125,0.105556,0.526022,0.624804]"
6,../../Data_Processing/Scenario3/resources/masks\185.jpg,"[0.223438,0.300926,0.180208,0.105556,0.543547,0.624804]"
7,../../Data_Processing/Scenario3/resources/masks\186.jpg,"[0.263021,0.300926,0.176042,0.105556,0.561031,0.625327]"
9,../../Data_Processing/Scenario3/resources/masks\187.jpg,"[0.294271,0.300926,0.178125,0.105556,0.578475,0.625850]"
9,../../Data_Processing/Scenario3/resources/masks\188.jpg,"[0.330208,0.301852,0.175,0.107407,0.595898,0.626374]"
10,../../Data_Processing/Scenario3/resources/masks\189.jpg,"[0.368229,0.302778,0.171875,0.105556,0.613423,0.626374]"
11,../../Data_Processing/Scenario3/resources/masks\190.jpg,"[0.405729,0.30463,0.169792,0.109259,0.630826,0.626897]"
12,../../Data_Processing/Scenario3/resources/masks\191.jpg,"[0.430208,0.306481,0.16875,0.109259,0.648330,0.626897]"
14,../../Data_Processing/Scenario3/resources/masks\192.jpg,"[0.469271,0.306481,0.169792,0.109259,0.665937,0.626897]"
15,../../Data_Processing/Scenario3/resources/masks\193.jpg,"[0.502604,0.309259,0.169792,0.107407,0.683647,0.626897]"
17,../../Data_Processing/Scenario3/resources/masks\194.jpg,"[0.552083,0.311111,0.16875,0.114815,0.701478,0.626374]"
19,../../Data_Processing/Scenario3/resources/masks\195.jpg,"[0.592187,0.311111,0.144792,0.107407,0.719433,0.625850]"
19,../../Data_Processing/Scenario3/resources/masks\196.jpg,"[0.629167,0.312037,0.16875,0.105556,0.737470,0.625327]"
20,../../Data_Processing/Scenario3/resources/masks\197.jpg,"[0.652604,0.322222,0.184375,0.12963,0.755833,0.625327]"
22,../../Data_Processing/Scenario3/resources/masks\198.jpg,"[0.688542,0.316667,0.154167,0.114815,0.774156,0.625327]"
23,../../Data_Processing/Scenario3/resources/masks\199.jpg,"[0.726562,0.312963,0.157292,0.111111,0.792663,0.624804]"
24,../../Data_Processing/Scenario3/resources/masks\200.jpg,"[0.774479,0.313889,0.178125,0.109259,0.811354,0.623757]"
25,../../Data_Processing/Scenario3/resources/masks\201.jpg,"[0.8125,0.314815,0.175,0.111111,0.830208,0.623234]"
26,../../Data_Processing/Scenario3/resources/masks\202.jpg,"[0.852083,0.316667,0.183333,0.111111,0.849267,0.622187]"
27,../../Data_Processing/Scenario3/resources/masks\203.jpg,"[0.885938,0.317593,0.186458,0.109259,0.868489,0.621664]"
28,../../Data_Processing/Scenario3/resources/masks\204.jpg,"[0.909896,0.317593,0.180208,0.109259,0.887916,0.620617]"
29,../../Data_Processing/Scenario3/resources/masks\205.jpg,"[0.929688,0.317593,0.140625,0.109259,0.907098,0.619048]"
30,../../Data_Processing/Scenario3/resources/masks\206.jpg,"[0.942708,0.313889,0.114583,0.101852,0.929163,0.615908]"
30,../../Data_Processing/Scenario3/resources/masks\207.jpg,"[0.956771,0.312037,0.084375,0.109259,0.951228,0.612245]"
1,../../Data_Processing/Scenario3/resources/masks\208.jpg,"[0.034896,0.337963,0.063542,0.109259,0.426474,0.759288]"
1,../../Data_Processing/Scenario3/resources/masks\209.jpg,"[0.052604,0.343519,0.105208,0.138889,0.439684,0.758765]"
1,../../Data_Processing/Scenario3/resources/masks\210.jpg,"[0.071875,0.340741,0.14375,0.137037,0.452874,0.757718]"
2,../../Data_Processing/Scenario3/resources/masks\211.jpg,"[0.091667,0.340741,0.166667,0.133333,0.466023,0.756672]"
2,../../Data_Processing/Scenario3/resources/masks\212.jpg,"[0.105208,0.344444,0.19375,0.137037,0.479172,0.755625]"
4,../../Data_Processing/Scenario3/resources/masks\213.jpg,"[0.123438,0.344444,0.226042,0.137037,0.492280,0.754055]"
4,../../Data_Processing/Scenario3/resources/masks\214.jpg,"[0.151562,0.344444,0.236458,0.137037,0.505286,0.752486]"
6,../../Data_Processing/Scenario3/resources/masks\215.jpg,"[0.190104,0.34537,0.236458,0.138889,0.520071,0.751962]"
6,../../Data_Processing/Scenario3/resources/masks\216.jpg,"[0.23125,0.346296,0.233333,0.137037,0.534795,0.750392]"
7,../../Data_Processing/Scenario3/resources/masks\217.jpg,"[0.26875,0.34537,0.225,0.138889,0.549457,0.749346]"
9,../../Data_Processing/Scenario3/resources/masks\218.jpg,"[0.305729,0.348148,0.217708,0.133333,0.564058,0.747776]"
9,../../Data_Processing/Scenario3/resources/masks\219.jpg,"[0.331771,0.350926,0.211458,0.135185,0.578577,0.745683]"
10,../../Data_Processing/Scenario3/resources/masks\220.jpg,"[0.367188,0.349074,0.213542,0.131481,0.593035,0.744113]"
11,../../Data_Processing/Scenario3/resources/masks\221.jpg,"[0.398438,0.35,0.211458,0.12963,0.607615,0.740973]"
12,../../Data_Processing/Scenario3/resources/masks\222.jpg,"[0.430729,0.350926,0.205208,0.131481,0.620069,0.737834]"
