index,img,input
23,../../Data_Processing/Scenario1/resources/masks\57.jpg,"[0.71875, 0.2324074074074074, 0.13541666666666666, 0.07592592592592592, 0.2872750175613716, 0.8053505536597306]"
12,../../Data_Processing/Scenario1/resources/masks\58.jpg,"[0.46822916666666664, 0.26666666666666666, 0.16770833333333332, 0.0962962962962963, 0.5159032000184617, 0.12269372712339247]"
11,../../Data_Processing/Scenario1/resources/masks\59.jpg,"[0.41770833333333335, 0.25833333333333336, 0.16875, 0.09814814814814815, 0.5279426370454273, 0.13191881935085306]"
2,../../Data_Processing/Scenario1/resources/masks\60.jpg,"[0.08020833333333334, 0.23981481481481481, 0.14583333333333334, 0.09074074074074075, 0.778009253649916, 0.12269372712339247]"
4,../../Data_Processing/Scenario1/resources/masks\61.jpg,"[0.14375, 0.2, 0.12291666666666666, 0.07037037037037037, 0.7981638041675104, 0.76199262003335]"
27,../../Data_Processing/Scenario1/resources/masks\62.jpg,"[0.8442708333333333, 0.23703703703703705, 0.146875, 0.07777777777777778, 0.18003439839883315, 0.8828413282917418]"
12,../../Data_Processing/Scenario1/resources/masks\63.jpg,"[0.43802083333333336, 0.2657407407407407, 0.16979166666666667, 0.09814814814814815, 0.5207964923411027, 0.07472324725218517]"
3,../../Data_Processing/Scenario1/resources/masks\64.jpg,"[0.08229166666666667, 0.24444444444444444, 0.15, 0.09259259259259259, 0.8036869261943641, 0.06088560891099427]"
24,../../Data_Processing/Scenario1/resources/masks\65.jpg,"[0.7880208333333333, 0.2814814814814815, 0.18229166666666666, 0.10740740740740741, 0.30742956807896593, 0.21678966800080632]"
28,../../Data_Processing/Scenario1/resources/masks\66.jpg,"[0.9067708333333333, 0.28425925925925927, 0.18645833333333334, 0.10555555555555556, 0.22303238778331222, 0.29243542442329895]"
12,../../Data_Processing/Scenario1/resources/masks\67.jpg,"[0.44479166666666664, 0.25925925925925924, 0.1625, 0.0962962962962963, 0.5212325282742847, 0.15036900380577425]"
17,../../Data_Processing/Scenario1/resources/masks\68.jpg,"[0.5994791666666667, 0.26944444444444443, 0.159375, 0.10185185185185185, 0.41997529129316086, 0.19003690035763554]"
3,../../Data_Processing/Scenario1/resources/masks\69.jpg,"[0.08125, 0.19537037037037036, 0.125, 0.06851851851851852, 0.8572951236649439, 0.7546125462776009]"
2,../../Data_Processing/Scenario1/resources/masks\70.jpg,"[0.025, 0.19074074074074074, 0.04375, 0.07407407407407407, 0.9363871999261534, 0.6614391143083016]"
25,../../Data_Processing/Scenario1/resources/masks\71.jpg,"[0.7697916666666667, 0.23425925925925925, 0.14166666666666666, 0.07592592592592592, 0.2241951503062223, 0.8643911438368206]"
25,../../Data_Processing/Scenario1/resources/masks\72.jpg,"[0.775, 0.2351851851851852, 0.14166666666666666, 0.07777777777777778, 0.23994089291154003, 0.8293357933986896]"
11,../../Data_Processing/Scenario1/resources/masks\73.jpg,"[0.3697916666666667, 0.21481481481481482, 0.11458333333333333, 0.07037037037037037, 0.5906106925715611, 0.7592250923913312]"
11,../../Data_Processing/Scenario1/resources/masks\74.jpg,"[0.4078125, 0.2574074074074074, 0.15729166666666666, 0.1, 0.5260531479327891, 0.17896678978956]"
31,../../Data_Processing/Scenario1/resources/masks\75.jpg,"[0.975, 0.275, 0.05, 0.08703703703703704, 0.12020057653305044, 0.31273062748102803]"
24,../../Data_Processing/Scenario1/resources/masks\76.jpg,"[0.7328125, 0.23425925925925925, 0.14270833333333333, 0.07592592592592592, 0.2765194641642102, 0.8108856088126719]"
17,../../Data_Processing/Scenario1/resources/masks\77.jpg,"[0.5380208333333333, 0.22037037037037038, 0.12395833333333334, 0.07777777777777778, 0.4230517671500879, 0.8440959410412844]"
4,../../Data_Processing/Scenario1/resources/masks\78.jpg,"[0.11822916666666666, 0.2462962962962963, 0.16770833333333332, 0.0962962962962963, 0.7710326784780309, 0.06457564585441708]"
28,../../Data_Processing/Scenario1/resources/masks\79.jpg,"[0.909375, 0.23981481481481481, 0.15625, 0.07592592592592592, 0.12192049611324907, 0.9012915128777594]"
11,../../Data_Processing/Scenario1/resources/masks\80.jpg,"[0.35885416666666664, 0.21388888888888888, 0.11979166666666667, 0.06851851851851852, 0.5829073908099478, 0.8016605165852113]"
10,../../Data_Processing/Scenario1/resources/masks\81.jpg,"[0.34427083333333336, 0.2064814814814815, 0.13020833333333334, 0.07222222222222222, 0.6124367142265963, 0.8071955720003455]"
23,../../Data_Processing/Scenario1/resources/masks\82.jpg,"[0.7151041666666667, 0.2324074074074074, 0.13020833333333334, 0.07592592592592592, 0.2679683147231871, 0.8505535054956297]"
11,../../Data_Processing/Scenario1/resources/masks\83.jpg,"[0.4192708333333333, 0.262037037037037, 0.16979166666666667, 0.09074074074074075, 0.5409025944159394, 0.14298892991892861]"
2,../../Data_Processing/Scenario1/resources/masks\84.jpg,"[0.053125, 0.23425925925925925, 0.10625, 0.09074074074074075, 0.8323684019316027, 0.0018450186028078548]"
4,../../Data_Processing/Scenario1/resources/masks\85.jpg,"[0.13229166666666667, 0.2037037037037037, 0.12708333333333333, 0.07407407407407407, 0.8063758145436545, 0.6651291513828209]"
11,../../Data_Processing/Scenario1/resources/masks\86.jpg,"[0.4192708333333333, 0.25833333333333336, 0.165625, 0.09814814814814815, 0.5178895860166152, 0.18173431730048242]"
20,../../Data_Processing/Scenario1/resources/masks\87.jpg,"[0.6682291666666667, 0.2740740740740741, 0.16770833333333332, 0.09259259259259259, 0.36396889609541205, 0.23892988939915033]"
2,../../Data_Processing/Scenario1/resources/masks\88.jpg,"[0.0296875, 0.22777777777777777, 0.057291666666666664, 0.09259259259259259, 0.873331556892383, 0.06273062751380212]"
19,../../Data_Processing/Scenario1/resources/masks\89.jpg,"[0.6177083333333333, 0.2712962962962963, 0.16666666666666666, 0.09814814814814815, 0.39945737748930865, 0.22509225092686297]"
3,../../Data_Processing/Scenario1/resources/masks\90.jpg,"[0.0734375, 0.19537037037037036, 0.12604166666666666, 0.06851851851851852, 0.8744458709897477, 0.7481549815610627]"
28,../../Data_Processing/Scenario1/resources/masks\91.jpg,"[0.8869791666666667, 0.23981481481481481, 0.153125, 0.07592592592592592, 0.14616893969961986, 0.875461254667089]"
9,../../Data_Processing/Scenario1/resources/masks\92.jpg,"[0.35989583333333336, 0.25462962962962965, 0.171875, 0.09814814814814815, 0.5619049926129436, 0.16789667895929153]"
8,../../Data_Processing/Scenario1/resources/masks\93.jpg,"[0.30104166666666665, 0.2537037037037037, 0.175, 0.0962962962962963, 0.618638114383208, 0.10424354253737482]"
20,../../Data_Processing/Scenario1/resources/masks\94.jpg,"[0.64375, 0.22777777777777777, 0.13333333333333333, 0.07407407407407407, 0.3342215547035664, 0.8284132842283821]"
12,../../Data_Processing/Scenario1/resources/masks\95.jpg,"[0.40520833333333334, 0.2074074074074074, 0.12916666666666668, 0.07407407407407407, 0.5478307211622792, 0.8127306274154797]"
29,../../Data_Processing/Scenario1/resources/masks\96.jpg,"[0.9447916666666667, 0.24259259259259258, 0.10625, 0.07037037037037037, 0.052396986504912035, 0.9474169741461589]"
17,../../Data_Processing/Scenario1/resources/masks\97.jpg,"[0.5619791666666667, 0.27037037037037037, 0.16145833333333334, 0.1037037037037037, 0.43179671034492934, 0.16605166048758013]"
2,../../Data_Processing/Scenario1/resources/masks\98.jpg,"[0.08229166666666667, 0.24074074074074073, 0.15, 0.09259259259259259, 0.7939245657876732, 0.09870848712224059]"
16,../../Data_Processing/Scenario1/resources/masks\99.jpg,"[0.5067708333333333, 0.2212962962962963, 0.13229166666666667, 0.07592592592592592, 0.45747438288937736, 0.7389298893336022]"
3,../../Data_Processing/Scenario1/resources/masks\100.jpg,"[0.05677083333333333, 0.19814814814814816, 0.10729166666666666, 0.07037037037037037, 0.8954724933909184, 0.675276752780589]"
24,../../Data_Processing/Scenario1/resources/masks\101.jpg,"[0.7578125, 0.2796296296296296, 0.18020833333333333, 0.1, 0.31384898621077484, 0.23523985232463107]"
12,../../Data_Processing/Scenario1/resources/masks\102.jpg,"[0.40260416666666665, 0.21481481481481482, 0.121875, 0.07407407407407407, 0.556018507299832, 0.7647601476753689]"
31,../../Data_Processing/Scenario1/resources/masks\103.jpg,"[0.9645833333333333, 0.2814814814814815, 0.06458333333333334, 0.09259259259259259, 0.12642620091104104, 0.26107011079749437]"
2,../../Data_Processing/Scenario1/resources/masks\104.jpg,"[0.090625, 0.24259259259259258, 0.17291666666666666, 0.09259259259259259, 0.7871902327951518, 0.07195571974126272]"
22,../../Data_Processing/Scenario1/resources/masks\105.jpg,"[0.7083333333333334, 0.27870370370370373, 0.17291666666666666, 0.09814814814814815, 0.3491194496294742, 0.21678966800080632]"
25,../../Data_Processing/Scenario1/resources/masks\106.jpg,"[0.7838541666666666, 0.2361111111111111, 0.14479166666666668, 0.07962962962962963, 0.23478113417094418, 0.8321033210407085]"
24,../../Data_Processing/Scenario1/resources/masks\107.jpg,"[0.76875, 0.28425925925925927, 0.1875, 0.09814814814814815, 0.30612146024499515, 0.1983394835458851]"
17,../../Data_Processing/Scenario1/resources/masks\108.jpg,"[0.5244791666666667, 0.21851851851851853, 0.12604166666666666, 0.06666666666666667, 0.4383614738050113, 0.8367158672855353]"
5,../../Data_Processing/Scenario1/resources/masks\109.jpg,"[0.18125, 0.24722222222222223, 0.17291666666666666, 0.09444444444444444, 0.7056757346026068, 0.10701107031049016]"
14,../../Data_Processing/Scenario1/resources/masks\110.jpg,"[0.49635416666666665, 0.2657407407407407, 0.16145833333333334, 0.09444444444444444, 0.4835154187200833, 0.15498154991950455]"
2,../../Data_Processing/Scenario1/resources/masks\111.jpg,"[0.08541666666666667, 0.23981481481481481, 0.15833333333333333, 0.09074074074074075, 0.7688767229474379, 0.12361623629369994]"
22,../../Data_Processing/Scenario1/resources/masks\112.jpg,"[0.709375, 0.2814814814814815, 0.17708333333333334, 0.1, 0.34538891984695563, 0.16328413297665767]"
27,../../Data_Processing/Scenario1/resources/masks\113.jpg,"[0.85625, 0.23425925925925925, 0.14791666666666667, 0.07592592592592592, 0.16055812601099684, 0.9095940959349125]"
4,../../Data_Processing/Scenario1/resources/masks\114.jpg,"[0.15729166666666666, 0.2064814814814815, 0.13125, 0.06851851851851852, 0.7838715147416487, 0.6872693727811648]"
23,../../Data_Processing/Scenario1/resources/masks\115.jpg,"[0.7494791666666667, 0.2796296296296296, 0.178125, 0.1, 0.31329182917069864, 0.25830258302437903]"
14,../../Data_Processing/Scenario1/resources/masks\116.jpg,"[0.4859375, 0.26851851851851855, 0.16770833333333332, 0.0962962962962963, 0.48702793052740473, 0.13284132852116054]"
30,../../Data_Processing/Scenario1/resources/masks\117.jpg,"[0.9385416666666667, 0.23796296296296296, 0.11875, 0.07592592592592592, 0.07984302705510406, 0.9335793359360643]"
13,../../Data_Processing/Scenario1/resources/masks\118.jpg,"[0.42291666666666666, 0.21574074074074073, 0.12291666666666666, 0.07222222222222222, 0.537729221673497, 0.7749077492042334]"
13,../../Data_Processing/Scenario1/resources/masks\119.jpg,"[0.4239583333333333, 0.21944444444444444, 0.12291666666666666, 0.07222222222222222, 0.53264213561425, 0.7140221401621427]"
15,../../Data_Processing/Scenario1/resources/masks\120.jpg,"[0.5046875, 0.26944444444444443, 0.15520833333333334, 0.10185185185185185, 0.46978028633429786, 0.1983394835458851]"
4,../../Data_Processing/Scenario1/resources/masks\121.jpg,"[0.13697916666666668, 0.24444444444444444, 0.17604166666666668, 0.0962962962962963, 0.7363920447635443, 0.09870848712224059]"
17,../../Data_Processing/Scenario1/resources/masks\122.jpg,"[0.5744791666666667, 0.2759259259259259, 0.16979166666666667, 0.1, 0.43547879170190257, 0.11808118087856571]"
13,../../Data_Processing/Scenario1/resources/masks\123.jpg,"[0.46979166666666666, 0.2611111111111111, 0.16041666666666668, 0.1, 0.496136237008504, 0.143911439351429]"
13,../../Data_Processing/Scenario1/resources/masks\124.jpg,"[0.46770833333333334, 0.26296296296296295, 0.17083333333333334, 0.0962962962962963, 0.5065526513407863, 0.14298892991892861]"
2,../../Data_Processing/Scenario1/resources/masks\125.jpg,"[0.027083333333333334, 0.18981481481481483, 0.04583333333333333, 0.07592592592592592, 0.9667885952435906, 0.6798892988943193]"
2,../../Data_Processing/Scenario1/resources/masks\126.jpg,"[0.035416666666666666, 0.1935185185185185, 0.06875, 0.07592592592592592, 0.8518931227449843, 0.6826568265363382]"
12,../../Data_Processing/Scenario1/resources/masks\127.jpg,"[0.4427083333333333, 0.2611111111111111, 0.1625, 0.0962962962962963, 0.5193188149574801, 0.13560885616317944]"
24,../../Data_Processing/Scenario1/resources/masks\128.jpg,"[0.7213541666666666, 0.23333333333333334, 0.13645833333333332, 0.07777777777777778, 0.2704634093186591, 0.8514760149281301]"
23,../../Data_Processing/Scenario1/resources/masks\129.jpg,"[0.7, 0.22962962962962963, 0.1375, 0.07037037037037037, 0.28259974323114007, 0.8459409595129959]"
31,../../Data_Processing/Scenario1/resources/masks\130.jpg,"[-1.0, -1.0, -1.0, -1.0, 0.03238778129837835, 0.9280442805209301]"
26,../../Data_Processing/Scenario1/resources/masks\131.jpg,"[0.8338541666666667, 0.2851851851851852, 0.18020833333333333, 0.1, 0.2732976429790101, 0.1983394835458851]"
6,../../Data_Processing/Scenario1/resources/masks\132.jpg,"[0.16145833333333334, 0.2037037037037037, 0.12291666666666666, 0.07037037037037037, 0.7841137569382247, 0.7500000000327741]"
2,../../Data_Processing/Scenario1/resources/masks\133.jpg,"[0.06145833333333333, 0.22777777777777777, 0.12291666666666666, 0.09259259259259259, 0.7970010416446003, 0.1208487085205846]"
3,../../Data_Processing/Scenario1/resources/masks\134.jpg,"[0.11197916666666667, 0.2462962962962963, 0.16770833333333332, 0.09259259259259259, 0.7728494949265325, 0.0636531366841096]"
25,../../Data_Processing/Scenario1/resources/masks\135.jpg,"[0.7802083333333333, 0.23148148148148148, 0.13958333333333334, 0.07777777777777778, 0.2246554104779955, 0.8966789668951256]"
4,../../Data_Processing/Scenario1/resources/masks\136.jpg,"[0.15416666666666667, 0.2462962962962963, 0.17708333333333334, 0.0962962962962963, 0.723456311614411, 0.10239852406566341]"
22,../../Data_Processing/Scenario1/resources/masks\137.jpg,"[0.6734375, 0.22685185185185186, 0.13854166666666667, 0.07222222222222222, 0.3105544923786506, 0.8376383764558427]"
5,../../Data_Processing/Scenario1/resources/masks\138.jpg,"[0.24479166666666666, 0.2518518518518518, 0.16875, 0.09259259259259259, 0.6700903563404073, 0.09963099629254807]"
16,../../Data_Processing/Scenario1/resources/masks\139.jpg,"[0.5526041666666667, 0.26666666666666666, 0.16145833333333334, 0.0962962962962963, 0.4428429543814244, 0.17435424354473325]"
28,../../Data_Processing/Scenario1/resources/masks\140.jpg,"[0.9135416666666667, 0.2861111111111111, 0.17291666666666666, 0.11296296296296296, 0.20462198105008297, 0.2573800738540715]"
10,../../Data_Processing/Scenario1/resources/masks\141.jpg,"[0.37864583333333335, 0.25462962962962965, 0.16145833333333334, 0.09814814814814815, 0.5494537438569624, 0.17158671590271435]"
19,../../Data_Processing/Scenario1/resources/masks\142.jpg,"[0.5947916666666667, 0.21944444444444444, 0.11041666666666666, 0.07222222222222222, 0.3846079310061585, 0.8487084870239182]"
10,../../Data_Processing/Scenario1/resources/masks\143.jpg,"[0.36875, 0.2564814814814815, 0.16666666666666666, 0.10185185185185185, 0.5636733606186876, 0.11992619921918068]"
29,../../Data_Processing/Scenario1/resources/masks\144.jpg,"[0.9296875, 0.24351851851851852, 0.134375, 0.07592592592592592, 0.09602480559360381, 0.8948339482923177]"
12,../../Data_Processing/Scenario1/resources/masks\145.jpg,"[0.3953125, 0.21388888888888888, 0.11770833333333333, 0.07222222222222222, 0.5471766672366876, 0.8108856088126719]"
20,../../Data_Processing/Scenario1/resources/masks\146.jpg,"[0.6296875, 0.22314814814814815, 0.13229166666666667, 0.06851851851851852, 0.34974927933368694, 0.8579335792513788]"
11,../../Data_Processing/Scenario1/resources/masks\147.jpg,"[0.41770833333333335, 0.26666666666666666, 0.16666666666666666, 0.0962962962962963, 0.5335868801619629, 0.06826568266674346]"
2,../../Data_Processing/Scenario1/resources/masks\148.jpg,"[0.05677083333333333, 0.23148148148148148, 0.11354166666666667, 0.09259259259259259, 0.8365834161072733, 0.057195571836475]"
18,../../Data_Processing/Scenario1/resources/masks\149.jpg,"[0.603125, 0.27037037037037037, 0.16041666666666668, 0.0962962962962963, 0.41358009738273077, 0.18911439118732806]"
9,../../Data_Processing/Scenario1/resources/masks\150.jpg,"[0.35885416666666664, 0.25833333333333336, 0.16770833333333332, 0.09444444444444444, 0.581478161869083, 0.12730627310602632]"
22,../../Data_Processing/Scenario1/resources/masks\151.jpg,"[0.7307291666666667, 0.2824074074074074, 0.171875, 0.09814814814814815, 0.3204621981136145, 0.19280442813075088]"
22,../../Data_Processing/Scenario1/resources/masks\152.jpg,"[0.6677083333333333, 0.22962962962962963, 0.1375, 0.07407407407407407, 0.32666359827022623, 0.785977859772309]"
14,../../Data_Processing/Scenario1/resources/masks\153.jpg,"[0.4979166666666667, 0.2712962962962963, 0.16666666666666666, 0.09814814814814815, 0.4815532569433087, 0.13468634699287196]"
3,../../Data_Processing/Scenario1/resources/masks\154.jpg,"[0.09791666666666667, 0.1962962962962963, 0.12916666666666668, 0.07037037037037037, 0.8466606913574644, 0.753690036976197]"
6,../../Data_Processing/Scenario1/resources/masks\155.jpg,"[0.19322916666666667, 0.25, 0.171875, 0.0962962962962963, 0.7056272861598492, 0.07564575642249265]"
16,../../Data_Processing/Scenario1/resources/masks\156.jpg,"[0.5515625, 0.26481481481481484, 0.16145833333333334, 0.1, 0.44240691843103, 0.20940959411396068]"
24,../../Data_Processing/Scenario1/resources/masks\157.jpg,"[0.790625, 0.28055555555555556, 0.175, 0.10185185185185185, 0.29488142245468174, 0.2435424353817842]"
