index,img,input
25,../../Data_Processing/Scenario4/resources/masks\31.jpg,"[0.773958,0.256481,0.11875,0.075926,0.663304,0.306036]"
24,../../Data_Processing/Scenario4/resources/masks\32.jpg,"[0.743229,0.256481,0.119792,0.072222,0.645039,0.307725]"
23,../../Data_Processing/Scenario4/resources/masks\33.jpg,"[0.723437,0.256481,0.109375,0.072222,0.626843,0.309835]"
22,../../Data_Processing/Scenario4/resources/masks\34.jpg,"[0.699479,0.255556,0.113542,0.077778,0.608577,0.311524]"
21,../../Data_Processing/Scenario4/resources/masks\35.jpg,"[0.682292,0.253704,0.122917,0.077778,0.587802,0.313212]"
21,../../Data_Processing/Scenario4/resources/masks\36.jpg,"[0.660937,0.252778,0.113542,0.072222,0.567095,0.314901]"
20,../../Data_Processing/Scenario4/resources/masks\37.jpg,"[0.636458,0.252778,0.11875,0.07963,0.546458,0.316167]"
20,../../Data_Processing/Scenario4/resources/masks\38.jpg,"[0.619271,0.252778,0.113542,0.075926,0.525866,0.317434]"
19,../../Data_Processing/Scenario4/resources/masks\39.jpg,"[0.59375,0.250926,0.125,0.07963,0.505344,0.318700]"
18,../../Data_Processing/Scenario4/resources/masks\40.jpg,"[0.567187,0.25,0.126042,0.074074,0.484890,0.319966]"
17,../../Data_Processing/Scenario4/resources/masks\41.jpg,"[0.55625,0.250926,0.114583,0.07963,0.464207,0.320810]"
17,../../Data_Processing/Scenario4/resources/masks\42.jpg,"[0.53125,0.248148,0.114583,0.074074,0.446540,0.321655]"
15,../../Data_Processing/Scenario4/resources/masks\43.jpg,"[0.509896,0.247222,0.117708,0.075926,0.428736,0.322077]"
15,../../Data_Processing/Scenario4/resources/masks\44.jpg,"[0.483333,0.249074,0.11875,0.075926,0.410816,0.322921]"
14,../../Data_Processing/Scenario4/resources/masks\45.jpg,"[0.466667,0.249074,0.110417,0.07963,0.392758,0.323343]"
13,../../Data_Processing/Scenario4/resources/masks\46.jpg,"[0.44375,0.249074,0.114583,0.072222,0.374562,0.324187]"
12,../../Data_Processing/Scenario4/resources/masks\47.jpg,"[0.415625,0.24537,0.116667,0.072222,0.356228,0.324610]"
11,../../Data_Processing/Scenario4/resources/masks\48.jpg,"[0.389583,0.24537,0.116667,0.075926,0.337779,0.325032]"
10,../../Data_Processing/Scenario4/resources/masks\49.jpg,"[0.367708,0.24537,0.11875,0.075926,0.319145,0.325876]"
11,../../Data_Processing/Scenario4/resources/masks\50.jpg,"[0.354167,0.244444,0.122917,0.077778,0.294177,0.326298]"
9,../../Data_Processing/Scenario4/resources/masks\51.jpg,"[0.326562,0.244444,0.115625,0.074074,0.268864,0.327142]"
9,../../Data_Processing/Scenario4/resources/masks\52.jpg,"[0.297917,0.244444,0.122917,0.077778,0.243251,0.327986]"
7,../../Data_Processing/Scenario4/resources/masks\53.jpg,"[0.272917,0.244444,0.125,0.077778,0.217316,0.328831]"
7,../../Data_Processing/Scenario4/resources/masks\54.jpg,"[0.248438,0.242593,0.123958,0.074074,0.191082,0.330097]"
7,../../Data_Processing/Scenario4/resources/masks\55.jpg,"[0.219792,0.242593,0.122917,0.074074,0.164755,0.330941]"
6,../../Data_Processing/Scenario4/resources/masks\56.jpg,"[0.19375,0.243519,0.129167,0.075926,0.144716,0.331786]"
5,../../Data_Processing/Scenario4/resources/masks\57.jpg,"[0.153646,0.239815,0.136458,0.075926,0.124539,0.333052]"
3,../../Data_Processing/Scenario4/resources/masks\58.jpg,"[0.127083,0.239815,0.133333,0.075926,0.104178,0.333896]"
3,../../Data_Processing/Scenario4/resources/masks\59.jpg,"[0.098958,0.241667,0.13125,0.072222,0.083679,0.335163]"
1,../../Data_Processing/Scenario4/resources/masks\60.jpg,"[0.051042,0.359259,0.1,0.144444,0.178068,0.831575]"
2,../../Data_Processing/Scenario4/resources/masks\61.jpg,"[0.073438,0.358333,0.146875,0.138889,0.199051,0.829886]"
3,../../Data_Processing/Scenario4/resources/masks\62.jpg,"[0.102604,0.351852,0.176042,0.137037,0.219804,0.828620]"
4,../../Data_Processing/Scenario4/resources/masks\63.jpg,"[0.127604,0.355556,0.234375,0.137037,0.240349,0.826931]"
6,../../Data_Processing/Scenario4/resources/masks\64.jpg,"[0.166667,0.355556,0.254167,0.140741,0.260664,0.824821]"
6,../../Data_Processing/Scenario4/resources/masks\65.jpg,"[0.213542,0.351852,0.24375,0.144444,0.280749,0.823132]"
7,../../Data_Processing/Scenario4/resources/masks\66.jpg,"[0.244271,0.355556,0.228125,0.133333,0.300603,0.821444]"
9,../../Data_Processing/Scenario4/resources/masks\67.jpg,"[0.2875,0.357407,0.220833,0.137037,0.320251,0.819333]"
10,../../Data_Processing/Scenario4/resources/masks\68.jpg,"[0.351562,0.356481,0.209375,0.135185,0.339690,0.817645]"
11,../../Data_Processing/Scenario4/resources/masks\69.jpg,"[0.391667,0.356481,0.204167,0.135185,0.361318,0.815534]"
13,../../Data_Processing/Scenario4/resources/masks\70.jpg,"[0.432812,0.358333,0.221875,0.131481,0.382647,0.813423]"
15,../../Data_Processing/Scenario4/resources/masks\71.jpg,"[0.489063,0.357407,0.215625,0.12963,0.403722,0.810891]"
17,../../Data_Processing/Scenario4/resources/masks\72.jpg,"[0.522396,0.355556,0.209375,0.133333,0.424498,0.808358]"
19,../../Data_Processing/Scenario4/resources/masks\73.jpg,"[0.575,0.357407,0.210417,0.12963,0.444997,0.805825]"
20,../../Data_Processing/Scenario4/resources/masks\74.jpg,"[0.623958,0.355556,0.204167,0.133333,0.465220,0.802870]"
20,../../Data_Processing/Scenario4/resources/masks\75.jpg,"[0.663021,0.35463,0.203125,0.135185,0.485397,0.799916]"
22,../../Data_Processing/Scenario4/resources/masks\76.jpg,"[0.702083,0.353704,0.210417,0.133333,0.505597,0.796961]"
22,../../Data_Processing/Scenario4/resources/masks\77.jpg,"[0.740104,0.353704,0.207292,0.137037,0.525728,0.793584]"
25,../../Data_Processing/Scenario4/resources/masks\78.jpg,"[0.767708,0.356481,0.2125,0.124074,0.545767,0.789785]"
25,../../Data_Processing/Scenario4/resources/masks\79.jpg,"[0.814583,0.356481,0.210417,0.124074,0.565713,0.785564]"
27,../../Data_Processing/Scenario4/resources/masks\80.jpg,"[0.845313,0.358333,0.217708,0.127778,0.585591,0.781342]"
28,../../Data_Processing/Scenario4/resources/masks\81.jpg,"[0.872396,0.356481,0.223958,0.124074,0.605376,0.777121]"
26,../../Data_Processing/Scenario4/resources/masks\82.jpg,"[0.897917,0.355556,0.204167,0.122222,0.625115,0.772478]"
28,../../Data_Processing/Scenario4/resources/masks\83.jpg,"[0.914062,0.353704,0.171875,0.118519,0.642367,0.768257]"
30,../../Data_Processing/Scenario4/resources/masks\84.jpg,"[0.938021,0.351852,0.123958,0.12963,0.659803,0.764035]"
30,../../Data_Processing/Scenario4/resources/masks\85.jpg,"[0.941146,0.263889,0.111458,0.072222,0.781371,0.321655]"
28,../../Data_Processing/Scenario4/resources/masks\86.jpg,"[0.931771,0.262963,0.121875,0.081481,0.760296,0.323343]"
28,../../Data_Processing/Scenario4/resources/masks\87.jpg,"[0.903646,0.261111,0.123958,0.074074,0.739082,0.324610]"
28,../../Data_Processing/Scenario4/resources/masks\88.jpg,"[0.872917,0.259259,0.129167,0.077778,0.717938,0.325876]"
26,../../Data_Processing/Scenario4/resources/masks\89.jpg,"[0.849479,0.260185,0.123958,0.075926,0.696840,0.327142]"
26,../../Data_Processing/Scenario4/resources/masks\90.jpg,"[0.835417,0.262037,0.120833,0.075926,0.675811,0.328409]"
26,../../Data_Processing/Scenario4/resources/masks\91.jpg,"[0.8,0.259259,0.122917,0.074074,0.654828,0.329675]"
25,../../Data_Processing/Scenario4/resources/masks\92.jpg,"[0.772917,0.259259,0.122917,0.074074,0.633914,0.330941]"
23,../../Data_Processing/Scenario4/resources/masks\93.jpg,"[0.745833,0.258333,0.122917,0.072222,0.613069,0.331786]"
23,../../Data_Processing/Scenario4/resources/masks\94.jpg,"[0.726562,0.257407,0.128125,0.077778,0.592408,0.333474]"
21,../../Data_Processing/Scenario4/resources/masks\95.jpg,"[0.677604,0.256481,0.117708,0.075926,0.545628,0.336429]"
20,../../Data_Processing/Scenario4/resources/masks\96.jpg,"[0.641667,0.255556,0.120833,0.081481,0.522434,0.338117]"
20,../../Data_Processing/Scenario4/resources/masks\97.jpg,"[0.614583,0.253704,0.11875,0.077778,0.499401,0.339806]"
19,../../Data_Processing/Scenario4/resources/masks\98.jpg,"[0.589583,0.25463,0.114583,0.072222,0.476506,0.341494]"
17,../../Data_Processing/Scenario4/resources/masks\99.jpg,"[0.568229,0.250926,0.121875,0.075926,0.453750,0.342761]"
16,../../Data_Processing/Scenario4/resources/masks\100.jpg,"[0.536979,0.25,0.111458,0.074074,0.430717,0.344449]"
16,../../Data_Processing/Scenario4/resources/masks\101.jpg,"[0.510417,0.253704,0.11875,0.066667,0.410931,0.346138]"
15,../../Data_Processing/Scenario4/resources/masks\102.jpg,"[0.48125,0.251852,0.11875,0.077778,0.391169,0.347404]"
14,../../Data_Processing/Scenario4/resources/masks\103.jpg,"[0.454688,0.25,0.117708,0.074074,0.371430,0.349092]"
13,../../Data_Processing/Scenario4/resources/masks\104.jpg,"[0.430208,0.250926,0.120833,0.072222,0.351714,0.350359]"
11,../../Data_Processing/Scenario4/resources/masks\105.jpg,"[0.402604,0.246296,0.109375,0.077778,0.331997,0.351625]"
11,../../Data_Processing/Scenario4/resources/masks\106.jpg,"[0.359375,0.247222,0.11875,0.075926,0.312327,0.352892]"
10,../../Data_Processing/Scenario4/resources/masks\107.jpg,"[0.336979,0.246296,0.126042,0.074074,0.292657,0.353736]"
9,../../Data_Processing/Scenario4/resources/masks\108.jpg,"[0.311458,0.246296,0.13125,0.077778,0.273033,0.355424]"
9,../../Data_Processing/Scenario4/resources/masks\109.jpg,"[0.283333,0.24537,0.129167,0.07963,0.253432,0.356268]"
7,../../Data_Processing/Scenario4/resources/masks\110.jpg,"[0.255208,0.24537,0.127083,0.075926,0.233601,0.357113]"
5,../../Data_Processing/Scenario4/resources/masks\111.jpg,"[0.225521,0.24537,0.123958,0.075926,0.213585,0.357957]"
6,../../Data_Processing/Scenario4/resources/masks\112.jpg,"[0.198958,0.246296,0.13125,0.077778,0.193362,0.359223]"
6,../../Data_Processing/Scenario4/resources/masks\113.jpg,"[0.178125,0.24537,0.14375,0.07963,0.172932,0.360068]"
4,../../Data_Processing/Scenario4/resources/masks\114.jpg,"[0.152604,0.244444,0.138542,0.077778,0.152317,0.360912]"
3,../../Data_Processing/Scenario4/resources/masks\115.jpg,"[0.113021,0.242593,0.138542,0.077778,0.131472,0.362178]"
3,../../Data_Processing/Scenario4/resources/masks\116.jpg,"[0.086458,0.243519,0.139583,0.07963,0.110052,0.363022]"
2,../../Data_Processing/Scenario4/resources/masks\117.jpg,"[0.050521,0.241667,0.096875,0.083333,0.060462,0.365133]"
1,../../Data_Processing/Scenario4/resources/masks\118.jpg,"[0.073958,0.337037,0.1375,0.137037,0.188110,0.771634]"
2,../../Data_Processing/Scenario4/resources/masks\119.jpg,"[0.083854,0.326852,0.159375,0.127778,0.208794,0.768257]"
4,../../Data_Processing/Scenario4/resources/masks\120.jpg,"[0.113542,0.334259,0.2125,0.12037,0.229224,0.764880]"
5,../../Data_Processing/Scenario4/resources/masks\121.jpg,"[0.147917,0.327778,0.220833,0.125926,0.249447,0.761503]"
6,../../Data_Processing/Scenario4/resources/masks\122.jpg,"[0.194792,0.327778,0.21875,0.12963,0.269233,0.758548]"
7,../../Data_Processing/Scenario4/resources/masks\123.jpg,"[0.270313,0.328704,0.209375,0.127778,0.288788,0.755593]"
9,../../Data_Processing/Scenario4/resources/masks\124.jpg,"[0.308333,0.325,0.202083,0.131481,0.308250,0.752216]"
10,../../Data_Processing/Scenario4/resources/masks\125.jpg,"[0.353125,0.327778,0.202083,0.125926,0.327690,0.749261]"
11,../../Data_Processing/Scenario4/resources/masks\126.jpg,"[0.388542,0.328704,0.197917,0.124074,0.347038,0.746306]"
12,../../Data_Processing/Scenario4/resources/masks\127.jpg,"[0.422917,0.326852,0.195833,0.124074,0.366340,0.742930]"
14,../../Data_Processing/Scenario4/resources/masks\128.jpg,"[0.465625,0.328704,0.19375,0.12037,0.385572,0.739975]"
15,../../Data_Processing/Scenario4/resources/masks\129.jpg,"[0.498437,0.32963,0.194792,0.118519,0.404759,0.737020]"
17,../../Data_Processing/Scenario4/resources/masks\130.jpg,"[0.529167,0.330556,0.189583,0.116667,0.423945,0.734909]"
17,../../Data_Processing/Scenario4/resources/masks\131.jpg,"[0.576562,0.328704,0.192708,0.124074,0.445734,0.731954]"
19,../../Data_Processing/Scenario4/resources/masks\132.jpg,"[0.614583,0.331481,0.185417,0.118519,0.467477,0.728577]"
20,../../Data_Processing/Scenario4/resources/masks\133.jpg,"[0.641667,0.331481,0.189583,0.114815,0.489151,0.726045]"
21,../../Data_Processing/Scenario4/resources/masks\134.jpg,"[0.678646,0.328704,0.184375,0.12037,0.510756,0.723090]"
22,../../Data_Processing/Scenario4/resources/masks\135.jpg,"[0.714583,0.330556,0.183333,0.12037,0.532338,0.720557]"
23,../../Data_Processing/Scenario4/resources/masks\136.jpg,"[0.75625,0.330556,0.191667,0.12037,0.553828,0.718024]"
24,../../Data_Processing/Scenario4/resources/masks\137.jpg,"[0.79375,0.330556,0.19375,0.12037,0.575479,0.715492]"
26,../../Data_Processing/Scenario4/resources/masks\138.jpg,"[0.817187,0.333333,0.196875,0.118519,0.597176,0.712959]"
26,../../Data_Processing/Scenario4/resources/masks\139.jpg,"[0.855729,0.334259,0.198958,0.112963,0.619104,0.710004]"
28,../../Data_Processing/Scenario4/resources/masks\140.jpg,"[0.891146,0.332407,0.207292,0.112963,0.641284,0.706627]"
29,../../Data_Processing/Scenario4/resources/masks\141.jpg,"[0.910417,0.334259,0.179167,0.109259,0.663672,0.703250]"
29,../../Data_Processing/Scenario4/resources/masks\142.jpg,"[0.933333,0.328704,0.133333,0.112963,0.686314,0.699451]"
30,../../Data_Processing/Scenario4/resources/masks\143.jpg,"[0.941146,0.323148,0.117708,0.112963,0.709186,0.695230]"
28,../../Data_Processing/Scenario4/resources/masks\144.jpg,"[0.88125,0.244444,0.114583,0.062963,0.803966,0.146053]"
26,../../Data_Processing/Scenario4/resources/masks\145.jpg,"[0.856771,0.24537,0.109375,0.061111,0.779459,0.148586]"
27,../../Data_Processing/Scenario4/resources/masks\146.jpg,"[0.828125,0.242593,0.108333,0.062963,0.754883,0.151119]"
26,../../Data_Processing/Scenario4/resources/masks\147.jpg,"[0.797917,0.243519,0.114583,0.068519,0.729800,0.153229]"
24,../../Data_Processing/Scenario4/resources/masks\148.jpg,"[0.771354,0.242593,0.107292,0.07037,0.704395,0.155340]"
24,../../Data_Processing/Scenario4/resources/masks\149.jpg,"[0.745313,0.240741,0.103125,0.062963,0.678690,0.157028]"
23,../../Data_Processing/Scenario4/resources/masks\150.jpg,"[0.719792,0.239815,0.108333,0.057407,0.652686,0.159139]"
22,../../Data_Processing/Scenario4/resources/masks\151.jpg,"[0.691146,0.238889,0.107292,0.07037,0.626382,0.160827]"
21,../../Data_Processing/Scenario4/resources/masks\152.jpg,"[0.663542,0.236111,0.110417,0.064815,0.599802,0.162516]"
20,../../Data_Processing/Scenario4/resources/masks\153.jpg,"[0.63125,0.236111,0.1125,0.061111,0.572899,0.164204]"
19,../../Data_Processing/Scenario4/resources/masks\154.jpg,"[0.597917,0.234259,0.116667,0.064815,0.546158,0.165893]"
17,../../Data_Processing/Scenario4/resources/masks\155.jpg,"[0.563542,0.235185,0.11875,0.066667,0.515041,0.167581]"
17,../../Data_Processing/Scenario4/resources/masks\156.jpg,"[0.534896,0.233333,0.107292,0.062963,0.483670,0.169270]"
14,../../Data_Processing/Scenario4/resources/masks\157.jpg,"[0.472917,0.237037,0.104167,0.066667,0.420191,0.172225]"
14,../../Data_Processing/Scenario4/resources/masks\158.jpg,"[0.446875,0.234259,0.104167,0.061111,0.388083,0.173491]"
11,../../Data_Processing/Scenario4/resources/masks\159.jpg,"[0.335417,0.234259,0.122917,0.072222,0.284619,0.177712]"
8,../../Data_Processing/Scenario4/resources/masks\160.jpg,"[0.301563,0.232407,0.121875,0.075926,0.246107,0.179401]"
8,../../Data_Processing/Scenario4/resources/masks\161.jpg,"[0.271354,0.232407,0.109375,0.072222,0.207435,0.180667]"
2,../../Data_Processing/Scenario4/resources/masks\162.jpg,"[0.058333,0.224074,0.091667,0.07037,0.004653,0.184888]"
1,../../Data_Processing/Scenario4/resources/masks\163.jpg,"[0.068229,0.42037,0.123958,0.17037,0.211581,0.951456]"
1,../../Data_Processing/Scenario4/resources/masks\164.jpg,"[0.102083,0.406481,0.19375,0.183333,0.230929,0.946813]"
2,../../Data_Processing/Scenario4/resources/masks\165.jpg,"[0.125521,0.411111,0.240625,0.166667,0.249816,0.942170]"
3,../../Data_Processing/Scenario4/resources/masks\166.jpg,"[0.132812,0.406481,0.263542,0.17963,0.268864,0.937104]"
4,../../Data_Processing/Scenario4/resources/masks\167.jpg,"[0.155729,0.406481,0.301042,0.175926,0.288074,0.932461]"
7,../../Data_Processing/Scenario4/resources/masks\168.jpg,"[0.254688,0.406481,0.276042,0.164815,0.326930,0.921908]"
10,../../Data_Processing/Scenario4/resources/masks\169.jpg,"[0.341667,0.403704,0.25625,0.155556,0.346600,0.916843]"
11,../../Data_Processing/Scenario4/resources/masks\170.jpg,"[0.391146,0.403704,0.259375,0.151852,0.365971,0.910933]"
13,../../Data_Processing/Scenario4/resources/masks\171.jpg,"[0.443229,0.403704,0.253125,0.151852,0.383223,0.906290]"
15,../../Data_Processing/Scenario4/resources/masks\172.jpg,"[0.491667,0.40463,0.24375,0.146296,0.400567,0.901224]"
17,../../Data_Processing/Scenario4/resources/masks\173.jpg,"[0.536979,0.399074,0.242708,0.142593,0.418026,0.896159]"
19,../../Data_Processing/Scenario4/resources/masks\174.jpg,"[0.589063,0.396296,0.232292,0.151852,0.435554,0.891093]"
20,../../Data_Processing/Scenario4/resources/masks\175.jpg,"[0.629687,0.391667,0.240625,0.153704,0.453197,0.886028]"
21,../../Data_Processing/Scenario4/resources/masks\176.jpg,"[0.678646,0.389815,0.242708,0.157407,0.470932,0.880540]"
23,../../Data_Processing/Scenario4/resources/masks\177.jpg,"[0.723437,0.388889,0.234375,0.151852,0.488760,0.875053]"
24,../../Data_Processing/Scenario4/resources/masks\178.jpg,"[0.763542,0.390741,0.239583,0.140741,0.506979,0.869565]"
25,../../Data_Processing/Scenario4/resources/masks\179.jpg,"[0.805729,0.389815,0.238542,0.138889,0.531716,0.861545]"
28,../../Data_Processing/Scenario4/resources/masks\180.jpg,"[0.8875,0.384259,0.225,0.138889,0.582251,0.845504]"
28,../../Data_Processing/Scenario4/resources/masks\181.jpg,"[0.905208,0.376852,0.189583,0.146296,0.608002,0.837484]"
30,../../Data_Processing/Scenario4/resources/masks\182.jpg,"[0.955208,0.258333,0.085417,0.072222,0.813893,0.289574]"
28,../../Data_Processing/Scenario4/resources/masks\183.jpg,"[0.934896,0.258333,0.121875,0.075926,0.790377,0.298438]"
28,../../Data_Processing/Scenario4/resources/masks\184.jpg,"[0.919792,0.261111,0.11875,0.066667,0.766906,0.306458]"
28,../../Data_Processing/Scenario4/resources/masks\185.jpg,"[0.898958,0.262963,0.11875,0.07037,0.743436,0.313634]"
28,../../Data_Processing/Scenario4/resources/masks\186.jpg,"[0.875521,0.261111,0.126042,0.074074,0.719988,0.320388]"
28,../../Data_Processing/Scenario4/resources/masks\187.jpg,"[0.855729,0.261111,0.128125,0.074074,0.696494,0.326298]"
26,../../Data_Processing/Scenario4/resources/masks\188.jpg,"[0.836458,0.263889,0.11875,0.072222,0.679081,0.330097]"
26,../../Data_Processing/Scenario4/resources/masks\189.jpg,"[0.810417,0.260185,0.129167,0.07963,0.661622,0.333474]"
25,../../Data_Processing/Scenario4/resources/masks\190.jpg,"[0.7875,0.261111,0.122917,0.077778,0.644094,0.336851]"
24,../../Data_Processing/Scenario4/resources/masks\191.jpg,"[0.75,0.262037,0.1125,0.072222,0.626497,0.339806]"
23,../../Data_Processing/Scenario4/resources/masks\192.jpg,"[0.725,0.259259,0.125,0.077778,0.608854,0.342339]"
23,../../Data_Processing/Scenario4/resources/masks\193.jpg,"[0.704167,0.260185,0.122917,0.072222,0.591142,0.344871]"
22,../../Data_Processing/Scenario4/resources/masks\194.jpg,"[0.681771,0.258333,0.128125,0.075926,0.573383,0.346982]"
21,../../Data_Processing/Scenario4/resources/masks\195.jpg,"[0.658333,0.256481,0.120833,0.075926,0.555233,0.348670]"
20,../../Data_Processing/Scenario4/resources/masks\196.jpg,"[0.636458,0.255556,0.120833,0.074074,0.534434,0.349937]"
19,../../Data_Processing/Scenario4/resources/masks\197.jpg,"[0.608854,0.253704,0.119792,0.074074,0.513428,0.351203]"
19,../../Data_Processing/Scenario4/resources/masks\198.jpg,"[0.585417,0.25463,0.110417,0.072222,0.492238,0.352469]"
17,../../Data_Processing/Scenario4/resources/masks\199.jpg,"[0.569792,0.25463,0.127083,0.075926,0.470817,0.353736]"
16,../../Data_Processing/Scenario4/resources/masks\200.jpg,"[0.534375,0.252778,0.11875,0.075926,0.449212,0.355002]"
17,../../Data_Processing/Scenario4/resources/masks\201.jpg,"[0.509375,0.25,0.129167,0.081481,0.427423,0.356268]"
14,../../Data_Processing/Scenario4/resources/masks\202.jpg,"[0.486458,0.255556,0.127083,0.085185,0.405058,0.357113]"
14,../../Data_Processing/Scenario4/resources/masks\203.jpg,"[0.464583,0.250926,0.1,0.075926,0.385549,0.357957]"
13,../../Data_Processing/Scenario4/resources/masks\204.jpg,"[0.429167,0.25463,0.125,0.087037,0.365764,0.358801]"
11,../../Data_Processing/Scenario4/resources/masks\205.jpg,"[0.403125,0.251852,0.11875,0.077778,0.345656,0.359645]"
11,../../Data_Processing/Scenario4/resources/masks\206.jpg,"[0.372917,0.253704,0.11875,0.074074,0.325272,0.360068]"
11,../../Data_Processing/Scenario4/resources/masks\207.jpg,"[0.343229,0.249074,0.128125,0.083333,0.304611,0.360912]"
9,../../Data_Processing/Scenario4/resources/masks\208.jpg,"[0.316146,0.251852,0.123958,0.077778,0.283628,0.361334]"
8,../../Data_Processing/Scenario4/resources/masks\209.jpg,"[0.285417,0.247222,0.11875,0.075926,0.262369,0.362178]"
7,../../Data_Processing/Scenario4/resources/masks\210.jpg,"[0.255208,0.246296,0.127083,0.077778,0.240856,0.362178]"
7,../../Data_Processing/Scenario4/resources/masks\211.jpg,"[0.226042,0.246296,0.13125,0.077778,0.215635,0.362178]"
6,../../Data_Processing/Scenario4/resources/masks\212.jpg,"[0.204687,0.24537,0.140625,0.07963,0.190045,0.362600]"
6,../../Data_Processing/Scenario4/resources/masks\213.jpg,"[0.16875,0.246296,0.129167,0.077778,0.164133,0.362600]"
3,../../Data_Processing/Scenario4/resources/masks\214.jpg,"[0.148958,0.246296,0.1375,0.077778,0.137852,0.363022]"
2,../../Data_Processing/Scenario4/resources/masks\215.jpg,"[0.058854,0.243519,0.113542,0.083333,0.056915,0.363444]"
29,../../Data_Processing/Scenario4/resources/masks\216.jpg,"[0.936458,0.256481,0.127083,0.07963,0.810922,0.272267]"
28,../../Data_Processing/Scenario4/resources/masks\217.jpg,"[0.921875,0.256481,0.122917,0.064815,0.791528,0.276488]"
28,../../Data_Processing/Scenario4/resources/masks\218.jpg,"[0.898438,0.257407,0.113542,0.062963,0.771996,0.280709]"
27,../../Data_Processing/Scenario4/resources/masks\219.jpg,"[0.864062,0.258333,0.126042,0.072222,0.752303,0.284508]"
26,../../Data_Processing/Scenario4/resources/masks\220.jpg,"[0.842708,0.257407,0.116667,0.07037,0.732449,0.288307]"
26,../../Data_Processing/Scenario4/resources/masks\221.jpg,"[0.8125,0.257407,0.129167,0.077778,0.712456,0.292106]"
25,../../Data_Processing/Scenario4/resources/masks\222.jpg,"[0.790104,0.257407,0.119792,0.077778,0.692371,0.295061]"
